Ticker,Company,Sector,Current Price,Intrinsic Value,Margin of Safety,MoS %,MoS Band,Piotroski F-Score,Altman Z-Score,WACC,ROIC,EV/FCF Yield,Normalized EPS,EPV Value,Multiple Value,DCF Value,Interest Coverage,Debt/Equity,Years of Data
BLDR,"Builders FirstSource, Inc.",Industrials,69.30000305175781,134.8788511061504,0.48620556533938497,48.6%,Strong (30-50%),4,2.08,8.7%,6.7%,15.0%,13.48788511061504,149.86539011794488,134.8788511061504,N/A,2.9x,1.17,4
APA,APA Corporation,Energy,36.41999816894531,52.220294332597355,0.3025700326968295,30.3%,Strong (30-50%),7,1.64,6.0%,21.4%,8.6%,6.151154563860905,68.34616182067673,52.220294332597355,N/A,9.9x,0.75,4
FOX,Fox Corporation,Communication Services,52.29999923706055,70.40905204904338,0.2571977932520521,25.7%,Moderate (20-30%),8,2.93,6.6%,18.1%,7.8%,7.040905204904338,78.23228005449265,70.40905204904338,N/A,8.0x,0.62,4
FOXA,Fox Corporation,Communication Services,58.52000045776367,77.80445103523009,0.24785793512937143,24.8%,Moderate (20-30%),8,3.08,6.7%,18.1%,7.0%,7.780445103523008,86.44939003914453,77.80445103523009,N/A,8.0x,0.62,4
CMCSA,Comcast Corporation,Communication Services,24.635900497436523,31.763490012220014,0.22439566659839244,22.4%,Moderate (20-30%),8,1.33,5.6%,8.8%,8.1%,4.022669356031396,44.696326178126625,31.763490012220014,161.6123273850433,4.7x,1.02,4
DHI,"D.R. Horton, Inc.",Consumer Cyclical,149.125,169.33065948535727,0.11932664496062238,11.9%,Slight (10-20%),4,6.02,10.5%,12.8%,5.5%,16.933065948535727,188.14517720595254,169.33065948535727,N/A,N/A,0.25,4
HPQ,HP Inc.,Technology,28.21500015258789,31.98116385718106,0.11776193391246807,11.8%,Slight (10-20%),5,1.71,8.7%,41.8%,9.6%,3.198116385718106,35.534626507978956,31.98116385718106,62.1446454388385,6.5x,N/A,4
APTV,Aptiv PLC,Consumer Cyclical,58.25,64.7857757201408,0.10088288127279368,10.1%,Slight (10-20%),8,2.25,8.3%,10.3%,6.1%,6.47857757201408,71.9841952446009,64.7857757201408,N/A,5.6x,0.88,4
CHTR,"Charter Communications, Inc.",Communication Services,144.3699951171875,154.9331369710557,0.0681787128330176,6.8%,Minimal (0-10%),7,0.62,5.0%,9.3%,3.5%,41.25254410949553,458.36160121661703,154.9331369710557,1775.2070943946396,2.6x,6.05,4
BF-B,Brown-Forman Corporation,Consumer Defensive,29.59000015258789,29.194160316648386,-0.013558870392095896,-1.4%,Overvalued,7,4.39,5.9%,14.6%,3.5%,2.9194160316648388,32.4379559073871,29.194160316648386,N/A,11.2x,0.62,4
FISV,"Fiserv, Inc.",Unknown,55.74689865112305,54.082240342831675,-0.030780128517956525,-3.1%,Overvalued,5,1.31,6.9%,8.3%,7.0%,5.723820318522663,63.598003539140706,54.082240342831675,200.1540892612059,3.7x,1.13,4
CF,"CF Industries Holdings, Inc.",Basic Materials,127.41500091552734,122.76306142018221,-0.03789364195979846,-3.8%,Overvalued,8,3.48,6.1%,28.9%,9.4%,12.276306142018221,136.40340157798025,122.76306142018221,N/A,16.4x,0.75,4
AIG,"American International Group, Inc.",Financial Services,80.66999816894531,73.37710962089974,-0.09938914990961105,-9.9%,Overvalued,5,N/A,6.7%,N/A,8.4%,7.337710962089975,81.53012180099972,73.37710962089974,225.69679632546107,N/A,0.22,4
BALL,Ball Corporation,Consumer Cyclical,65.52999877929688,59.587635309895205,-0.09972477408270089,-10.0%,Overvalued,6,2.57,7.8%,9.8%,N/A,5.95876353098952,66.20848367766133,59.587635309895205,N/A,4.4x,1.29,4
GIS,"General Mills, Inc.",Consumer Defensive,38.424598693847656,34.18580284054591,-0.12399287134115047,-12.4%,Overvalued,5,2.34,5.0%,10.6%,6.3%,3.418580284054591,37.984225378384345,34.18580284054591,205.9388625394605,4.9x,1.89,4
GM,General Motors Company,Consumer Cyclical,89.8499984741211,79.51227538458028,-0.13001417755359065,-13.0%,Overvalued,5,1.24,5.0%,1.3%,N/A,7.951227538458028,88.34697264953364,79.51227538458028,N/A,4.0x,2.15,4
EOG,"EOG Resources, Inc.",Energy,145.39999389648438,125.49083692531454,-0.1586502844268917,-15.9%,Overvalued,4,3.89,5.6%,16.4%,6.2%,12.549083692531454,139.4342632503495,125.49083692531454,383.3010177797973,30.9x,0.28,4
DD,"DuPont de Nemours, Inc.",Basic Materials,136.5800018310547,115.07605488488281,-0.18686725894177997,-18.7%,Overvalued,6,0.54,9.7%,4.1%,N/A,11.50760548848828,127.86228320542534,115.07605488488281,N/A,2.7x,0.23,4
CTSH,Cognizant Technology Solutions Corporation,Technology,56.150001525878906,46.966173361522195,-0.19554133341169141,-19.6%,Overvalued,7,5.62,8.7%,18.4%,8.4%,4.69661733615222,52.184637068358,46.966173361522195,83.22539265095413,89.9x,0.08,4
IT,"Gartner, Inc.",Technology,166.0399932861328,137.15860205228861,-0.2105693029944547,-21.1%,Overvalued,6,3.31,8.0%,47.7%,9.0%,13.71586020522886,152.39844672476514,137.15860205228861,357.52863068170967,9.4x,10.47,4
COP,ConocoPhillips,Energy,118.55999755859375,96.17957514913721,-0.2326941284025552,-23.3%,Overvalued,7,3.12,5.1%,11.0%,6.5%,9.617957514913721,106.86619461015246,96.17957514913721,N/A,9.2x,0.36,4
ACGL,Arch Capital Group Ltd.,Financial Services,105.38999938964844,84.86535343606175,-0.24184953131727802,-24.2%,Overvalued,6,N/A,6.0%,N/A,14.4%,10.46825699911813,116.31396665686812,84.86535343606175,549.8200165518421,N/A,0.11,4
BRK-B,Berkshire Hathaway Inc.,Financial Services,509.94000244140625,410.18661289477217,-0.2431902612390338,-24.3%,Overvalued,3,N/A,7.2%,N/A,1.9%,41.018661289477215,455.7629032164135,410.18661289477217,N/A,N/A,0.18,4
EG,"Everest Group, Ltd.",Financial Services,399.1700134277344,312.0445896276831,-0.2792082500260788,-27.9%,Overvalued,6,N/A,5.6%,N/A,22.5%,38.398748678408325,426.65276309342585,312.0445896276831,4123.3937933228735,N/A,0.23,4
HAL,Halliburton Company,Energy,31.270000457763672,23.922736635143018,-0.3071247213342375,-30.7%,Overvalued,4,3.50,7.1%,14.9%,5.8%,2.3922736635143016,26.58081848349224,23.922736635143018,55.44342334107171,8.8x,0.78,4
DVN,Devon Energy Corporation,Energy,44.42499923706055,33.151896130621395,-0.34004399211502506,-34.0%,Overvalued,5,3.31,6.5%,13.4%,3.4%,3.31518961306214,36.83544014513489,33.151896130621395,N/A,7.8x,0.55,4
GL,Globe Life Inc.,Financial Services,178.60000610351562,131.91942853684617,-0.3538567297055201,-35.4%,Overvalued,6,N/A,6.6%,N/A,8.3%,13.191942853684615,146.57714281871796,131.91942853684617,504.7383952910416,N/A,0.44,4
ELV,"Elevance Health, Inc.",Healthcare,381.8599853515625,271.16564083370224,-0.40821670539648414,-40.8%,Overvalued,4,2.69,6.8%,N/A,5.2%,27.11656408337022,301.29515648189135,271.16564083370224,N/A,N/A,0.73,4
HIG,"The Hartford Insurance Group, Inc.",Financial Services,145.44000244140625,102.7793956184861,-0.41506964081862263,-41.5%,Overvalued,7,N/A,6.6%,N/A,11.0%,10.27793956184861,114.19932846498456,102.7793956184861,498.31829755318904,N/A,0.23,4
BG,Bunge Global SA,Consumer Defensive,108.58000183105469,74.81260190575503,-0.45135978518482817,-45.1%,Overvalued,3,2.80,5.8%,3.3%,N/A,7.481260190575504,83.12511322861671,74.81260190575503,N/A,2.1x,1.00,4
AFL,Aflac Incorporated,Financial Services,129.7449951171875,89.22661486243214,-0.45410643805355394,-45.4%,Overvalued,3,N/A,7.0%,N/A,4.5%,8.922661486243214,99.14068318048017,89.22661486243214,154.9340266285306,N/A,0.29,4
ADM,Archer-Daniels-Midland Company,Consumer Defensive,81.79000091552734,55.50811847393032,-0.47347817155684085,-47.3%,Overvalued,4,3.18,7.1%,3.6%,5.5%,5.550811847393032,61.67568719325591,55.50811847393032,N/A,2.3x,0.43,4
AOS,A. O. Smith Corporation,Industrials,61.88999938964844,41.80083564159716,-0.4805923958146903,-48.1%,Overvalued,8,7.89,10.3%,30.7%,5.7%,4.180083564159716,46.445372935107955,41.80083564159716,61.06553928791142,53.9x,0.10,4
CI,The Cigna Group,Healthcare,299.19000244140625,200.91111408793608,-0.4891660115450598,-48.9%,Overvalued,7,2.67,5.4%,9.8%,8.5%,20.09111140879361,223.23457120881787,200.91111408793608,1410.4115811592528,5.8x,0.75,4
ACN,Accenture plc,Technology,176.0500030517578,117.21674966479551,-0.5019184848172946,-50.2%,Overvalued,5,4.17,9.7%,30.7%,8.9%,11.72167496647955,130.2408329608839,117.21674966479551,234.84123747742973,47.4x,0.26,4
AMP,"Ameriprise Financial, Inc.",Financial Services,544.0700073242188,358.28619909502265,-0.5185346482740842,-51.9%,Overvalued,5,N/A,9.8%,N/A,13.3%,35.828619909502265,398.0957767722474,358.28619909502265,1001.1038315906711,N/A,0.90,4
EXE,Expand Energy Corporation,Energy,93.0,61.17592007057644,-0.5202059877924071,-52.0%,Overvalued,8,2.37,5.8%,9.5%,4.2%,8.84090697606458,98.2322997340509,61.17592007057644,N/A,11.8x,0.27,4
FDXF,"FedEx Freight Holding Company, Inc.",Industrials,145.02000427246094,94.78005092679433,-0.5300688578915267,-53.0%,Overvalued,6,8.35,9.3%,20.9%,4.9%,9.478005092679433,105.31116769643815,94.78005092679433,123.49829128452836,N/A,0.38,3
GDDY,GoDaddy Inc.,Technology,104.01499938964844,66.81716050921801,-0.5567108598591025,-55.7%,Overvalued,5,1.48,7.8%,30.0%,7.1%,6.681716050921802,74.2412894546867,66.81716050921801,192.69429244259385,7.5x,17.96,4
BAC,Bank of America Corporation,Financial Services,61.400001525878906,39.2142528272764,-0.5657572718858662,-56.6%,Overvalued,5,N/A,11.1%,N/A,1.9%,3.9214252827276397,43.57139203030711,39.2142528272764,N/A,N/A,1.21,4
HON,Honeywell International Inc.,Industrials,241.02000427246094,153.9191985322396,-0.5658865597716675,-56.6%,Overvalued,5,2.67,7.3%,14.0%,5.0%,16.610398920603302,184.55998800670335,153.9191985322396,374.18332001195114,4.9x,2.56,4
HCA,"HCA Healthcare, Inc.",Healthcare,413.82000732421875,264.0306202944647,-0.5673182408263816,-56.7%,Overvalued,7,2.62,8.0%,22.7%,4.0%,26.403062029446474,293.3673558827386,264.0306202944647,515.8578983008686,5.3x,N/A,4
MO,"Altria Group, Inc.",Consumer Defensive,75.66999816894531,48.06450762645029,-0.5743425222836048,-57.4%,Overvalued,6,4.99,6.5%,53.6%,5.9%,4.80645076264503,53.40500847383367,48.06450762645029,152.48440695156398,10.2x,N/A,4
EMR,Emerson Electric Co.,Industrials,145.66000366210938,92.44331369398323,-0.5756683511399247,-57.6%,Overvalued,7,4.29,9.6%,8.6%,2.3%,9.244331369398322,102.7147929933147,92.44331369398323,N/A,9.1x,0.68,4
DAL,"Delta Air Lines, Inc.",Industrials,86.9000015258789,54.7007911204083,-0.588642499421867,-58.9%,Overvalued,6,1.57,8.9%,12.5%,2.7%,5.47007911204083,60.77865680045367,54.7007911204083,N/A,8.6x,0.97,4
BBY,"Best Buy Co., Inc.",Consumer Cyclical,90.63999938964844,55.22682887463199,-0.64123128625412,-64.1%,Overvalued,7,4.53,9.4%,25.8%,4.9%,5.5226828874631995,61.36314319403555,55.22682887463199,79.98644592226991,37.2x,1.39,4
HBAN,Huntington Bancshares Incorporated,Financial Services,16.980199813842773,10.31966293836729,-0.6454219401597305,-64.5%,Overvalued,5,N/A,10.3%,N/A,6.6%,1.031966293836729,11.466292153741435,10.31966293836729,N/A,N/A,0.76,4
HSY,The Hershey Company,Consumer Defensive,185.76499938964844,111.50084890454391,-0.6660411217916574,-66.6%,Overvalued,5,4.30,5.0%,12.2%,4.1%,11.15008489045439,123.88983211615991,111.50084890454391,611.0692093154402,6.5x,1.24,4
EIX,Edison International,Utilities,79.54000091552734,47.62149187141176,-0.670254286243329,-67.0%,Overvalued,6,0.76,5.0%,7.0%,N/A,5.50814286340335,61.201587371148335,47.62149187141176,N/A,3.4x,2.36,4
CB,Chubb Limited,Financial Services,365.2349853515625,218.22301054081595,-0.673677695337494,-67.4%,Overvalued,6,N/A,6.3%,N/A,8.4%,21.822301054081596,242.47001171201774,218.22301054081595,1054.6256799560363,N/A,0.23,4
CARR,Carrier Global Corporation,Industrials,60.61000061035156,36.032031542356734,-0.6821144413992503,-68.2%,Overvalued,4,2.57,9.6%,6.1%,2.4%,3.6032031542356733,40.03559060261859,36.032031542356734,N/A,4.2x,0.89,4
DG,Dollar General Corporation,Consumer Defensive,128.1699981689453,76.10192062078897,-0.6841887448229889,-68.4%,Overvalued,7,2.61,5.0%,7.5%,3.0%,7.610192062078898,84.55768957865443,76.10192062078897,N/A,9.6x,1.85,4
C,Citigroup Inc.,Financial Services,128.27999877929688,76.10140693931085,-0.6856455608185703,-68.6%,Overvalued,3,N/A,11.2%,N/A,N/A,7.6101406939310845,84.5571188214565,76.10140693931085,N/A,N/A,1.73,4
XOM,ExxonMobil Holdings Corporation,Energy,157.97509765625,93.04943704370436,-0.6977544698314588,-69.8%,Overvalued,5,4.66,5.2%,9.2%,5.3%,9.304943704370435,103.38826338189374,93.04943704370436,N/A,56.3x,0.17,4
GEHC,GE HealthCare Technologies Inc.,Healthcare,71.2738037109375,41.55383891675722,-0.71521586377896,-71.5%,Overvalued,4,1.86,7.5%,13.3%,4.3%,4.155383891675722,46.17093212973025,41.55383891675722,82.81367418045257,6.3x,1.01,4
DECK,Deckers Outdoor Corporation,Consumer Cyclical,103.29000091552734,59.96663344075269,-0.7224578901461651,-72.2%,Overvalued,7,11.24,10.2%,103.1%,6.9%,5.996663344075269,66.62959271194742,59.96663344075269,90.51175061735017,499.2x,0.15,4
CDW,CDW Corporation,Technology,147.2100067138672,85.38321207463898,-0.7241094957306293,-72.4%,Overvalued,5,2.56,8.0%,16.8%,5.1%,8.538321207463898,94.87023563848776,85.38321207463898,199.2219932999424,7.3x,2.22,4
FDX,FedEx Corporation,Industrials,309.4549865722656,177.8247896869974,-0.7402241111431105,-74.0%,Overvalued,6,2.57,7.8%,8.5%,3.4%,17.782478968699742,197.58309965221937,177.8247896869974,315.36786294494226,6.8x,1.36,4
CFG,"Citizens Financial Group, Inc.",Financial Services,72.36000061035156,41.52691675259108,-0.7424843034087439,-74.2%,Overvalued,7,N/A,10.2%,N/A,9.5%,4.152691675259108,46.14101861399009,41.52691675259108,N/A,N/A,0.43,4
BIIB,Biogen Inc.,Healthcare,213.34500122070312,120.7877149213094,-0.7662806301095505,-76.6%,Overvalued,4,3.51,5.0%,8.9%,4.9%,12.07877149213094,134.20857213478823,120.7877149213094,N/A,9.2x,0.36,4
CVX,Chevron Corporation,Energy,192.8800048828125,108.95021445023417,-0.7703499332799885,-77.0%,Overvalued,5,3.39,6.6%,6.0%,5.3%,10.895021445023417,121.05579383359353,108.95021445023417,N/A,13.7x,0.22,4
FANG,"Diamondback Energy, Inc.",Energy,199.35000610351562,111.3616040695012,-0.7901143555646032,-79.0%,Overvalued,5,1.68,5.6%,7.5%,N/A,11.13616040695012,123.73511563277911,111.3616040695012,N/A,18.6x,0.40,4
DOV,Dover Corporation,Industrials,198.07009887695312,109.76529776364717,-0.8044874191791365,-80.4%,Overvalued,6,5.26,9.5%,11.7%,3.0%,10.976529776364718,121.96144195960798,109.76529776364717,N/A,12.5x,0.48,4
KMB,Kimberly-Clark Corporation,Consumer Defensive,112.95999908447266,62.240096946090816,-0.8149071840667732,-81.5%,Overvalued,4,3.53,5.5%,22.9%,5.0%,6.224009694609082,69.15566327343424,62.240096946090816,271.94277643599025,9.2x,4.86,4
JPM,JPMorgan Chase & Co.,Financial Services,348.05999755859375,190.68072379805886,-0.825354921178126,-82.5%,Overvalued,3,N/A,10.4%,N/A,N/A,19.068072379805887,211.8674708867321,190.68072379805886,N/A,N/A,1.38,4
ADBE,Adobe Inc.,Technology,263.55999755859375,143.86163522012578,-0.8320381049145934,-83.2%,Overvalued,7,7.45,11.3%,53.6%,7.6%,14.386163522012577,159.8462613556953,143.86163522012578,250.5528850034218,33.1x,0.57,4
CINF,Cincinnati Financial Corporation,Financial Services,180.67999267578125,98.40169647717366,-0.836147131037459,-83.6%,Overvalued,5,N/A,7.3%,N/A,9.0%,9.840169647717365,109.33521830797073,98.40169647717366,379.78009116830805,N/A,0.06,4
HRL,Hormel Foods Corporation,Consumer Defensive,26.059999465942383,13.977423063289836,-0.8644351929495577,-86.4%,Overvalued,5,3.66,5.6%,7.0%,4.8%,1.3977423063289836,15.53047007032204,13.977423063289836,57.25277677770164,11.5x,0.36,4
GEN,Gen Digital Inc.,Technology,27.8799991607666,14.856065358935862,-0.8766745088393744,-87.7%,Overvalued,7,1.45,8.9%,16.3%,5.6%,1.4856065358935862,16.506739287706512,14.856065358935862,N/A,3.8x,3.16,4
CRH,CRH plc,Basic Materials,100.11499786376953,53.142754446520556,-0.8838880089386186,-88.4%,Overvalued,6,2.91,8.9%,10.6%,3.3%,5.314275444652056,59.0475049405784,53.142754446520556,70.32950707645611,6.6x,0.82,4
HII,"Huntington Ingalls Industries, Inc.",Industrials,288.69500732421875,153.22037246495785,-0.8841816050946132,-88.4%,Overvalued,8,2.67,5.3%,6.7%,3.7%,15.322037246495784,170.2448582943976,153.22037246495785,N/A,5.8x,0.58,4
AVY,Avery Dennison Corporation,Consumer Cyclical,167.1699981689453,86.71024469284603,-0.927915193425092,-92.8%,Overvalued,5,3.53,7.4%,15.4%,4.0%,8.671024469284603,96.34471632538448,86.71024469284603,195.958491988369,8.3x,1.66,4
EXC,Exelon Corporation,Utilities,47.345001220703125,23.763493469151854,-0.9923417944488329,-99.2%,Overvalued,6,0.77,5.0%,5.2%,N/A,2.3763493469151853,26.40388163239095,23.763493469151854,N/A,2.4x,1.74,4
GOOG,Alphabet Inc.,Communication Services,332.16729736328125,165.5758096616609,-1.0061342175649624,-100.6%,Overvalued,6,N/A,10.7%,23.0%,1.7%,16.557580966166093,183.97312184628993,165.5758096616609,165.94689318778168,175.3x,0.14,4
AZO,"AutoZone, Inc.",Consumer Cyclical,3147.830078125,1549.5381264297162,-1.0314634563900025,-103.1%,Overvalued,6,2.59,5.7%,33.2%,3.3%,154.95381264297163,1721.7090293663514,1549.5381264297162,4904.88119636827,7.4x,N/A,4
FDS,FactSet Research Systems Inc.,Financial Services,287.125,140.53321215987057,-1.0431113441950406,-104.3%,Overvalued,6,N/A,7.5%,17.3%,5.0%,14.053321215987058,156.1480135109673,140.53321215987057,370.0504296008095,13.3x,0.71,4
GPC,Genuine Parts Company,Consumer Cyclical,128.9600067138672,62.91259411611618,-1.0498281548500283,-105.0%,Overvalued,6,2.37,6.3%,9.2%,3.3%,6.291259411611618,69.9028823512402,62.91259411611618,N/A,7.4x,1.48,4
ED,"Consolidated Edison, Inc.",Utilities,112.59500122070312,54.41895111277394,-1.0690402684787015,-106.9%,Overvalued,6,1.13,5.0%,4.7%,N/A,5.441895111277394,60.46550123641549,54.41895111277394,N/A,2.4x,1.17,4
ALB,Albemarle Corporation,Basic Materials,113.2300033569336,54.54747561851012,-1.075806480007118,-107.6%,Overvalued,5,2.10,10.1%,0.5%,N/A,5.454747561851012,60.60830624278903,54.54747561851012,N/A,0.3x,0.35,4
KEY,KeyCorp,Financial Services,22.400999069213867,10.61532505934974,-1.1102508820004122,-111.0%,Overvalued,7,N/A,10.4%,N/A,7.3%,1.061532505934974,11.794805621499712,10.61532505934974,N/A,N/A,0.54,4
DVA,DaVita Inc.,Healthcare,241.3679962158203,114.32110306146294,-1.1113161940543264,-111.1%,Overvalued,6,1.77,6.6%,13.8%,4.7%,11.432110306146294,127.02344784606994,114.32110306146294,589.4275642129211,3.5x,N/A,4
BEN,"Franklin Resources, Inc.",Financial Services,32.470001220703125,15.224084377552657,-1.1328048646773745,-113.3%,Overvalued,7,N/A,7.3%,4.0%,4.2%,1.5224084377552658,16.915649308391842,15.224084377552657,N/A,11.6x,1.10,4
GOOGL,Alphabet Inc.,Communication Services,333.0799865722656,155.97634232923616,-1.1354519640497636,-113.5%,Overvalued,6,N/A,10.7%,23.0%,1.7%,15.597634232923616,173.30704703248463,155.97634232923616,156.31814139028728,175.3x,0.14,4
T,AT&T Inc.,Communication Services,24.46500015258789,11.422864913696152,-1.141756935534978,-114.2%,Overvalued,6,0.88,5.2%,8.0%,5.8%,1.4147262712804263,15.719180792004737,11.422864913696152,122.38773642608705,3.7x,1.40,4
FITB,Fifth Third Bancorp,Financial Services,57.150001525878906,26.558809935879406,-1.1518284013423576,-115.2%,Overvalued,6,N/A,9.8%,N/A,6.4%,2.6558809935879406,29.509788817643784,26.558809935879406,66.58646772270373,N/A,0.64,4
ABNB,"Airbnb, Inc.",Consumer Cyclical,153.84500122070312,70.84914577117947,-1.171444687809988,-117.1%,Overvalued,5,4.77,10.2%,54.2%,4.7%,7.084914577117947,78.7212730790883,70.84914577117947,140.69299166975665,N/A,0.25,4
AIZ,"Assurant, Inc.",Financial Services,282.8299865722656,128.76497016396564,-1.1964823679306413,-119.6%,Overvalued,6,N/A,6.9%,N/A,7.0%,12.876497016396563,143.07218907107293,128.76497016396564,N/A,N/A,0.38,4
CPRT,"Copart, Inc.",Industrials,31.264999389648438,14.158768015797843,-1.2081723038871799,-120.8%,Overvalued,7,22.40,9.7%,20.6%,3.7%,1.4158768015797842,15.731964461997602,14.158768015797843,16.01427279855712,N/A,0.01,4
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,362.3949890136719,163.02462673133678,-1.222946289034575,-122.3%,Overvalued,8,3.05,7.6%,73.5%,3.0%,16.30246267313368,181.13847414592976,163.02462673133678,347.59662409117084,4.8x,N/A,4
HD,"The Home Depot, Inc.",Consumer Cyclical,341.489990234375,153.46749559245666,-1.2251616794557254,-122.5%,Overvalued,4,5.72,8.4%,21.5%,3.6%,15.346749559245666,170.51943954717407,153.46749559245666,281.7358167903374,8.7x,5.10,4
DE,Deere & Company,Industrials,611.5549926757812,272.50760060410295,-1.2441759103968768,-124.4%,Overvalued,5,3.19,7.7%,8.1%,1.4%,27.250760060410293,302.7862228934477,272.50760060410295,N/A,2.7x,2.48,4
HSIC,"Henry Schein, Inc.",Healthcare,85.80999755859375,38.22966975789172,-1.2445916509880408,-124.5%,Overvalued,4,2.86,7.3%,9.2%,3.8%,3.822966975789172,42.47741084210192,38.22966975789172,103.16392069002964,5.1x,1.06,4
DTE,DTE Energy Company,Utilities,145.60499572753906,64.24606250592437,-1.2663645062156499,-126.6%,Overvalued,5,1.00,6.6%,5.2%,N/A,6.424606250592437,71.38451389547153,64.24606250592437,N/A,2.4x,2.14,4
GS,"The Goldman Sachs Group, Inc.",Financial Services,984.02001953125,434.1331467726027,-1.266631854412803,-126.7%,Overvalued,4,N/A,11.5%,N/A,N/A,43.41331467726027,482.37016308066967,434.1331467726027,N/A,N/A,3.09,4
HUM,Humana Inc.,Healthcare,363.07000732421875,160.12626862066526,-1.2673981630354583,-126.7%,Overvalued,4,4.32,7.3%,N/A,4.4%,16.012626862066526,177.9180762451836,160.12626862066526,N/A,N/A,0.70,4
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,211.39999389648438,93.1112735903102,-1.2704017005142125,-127.0%,Overvalued,7,2.60,6.5%,15.3%,3.3%,9.31112735903102,103.45697065590024,93.1112735903102,259.49360464262935,8.2x,2.87,4
EQT,EQT Corporation,Energy,52.98500061035156,23.08502500335723,-1.295210882493998,-129.5%,Overvalued,8,1.94,6.8%,7.6%,4.1%,2.308502500335723,25.650027781508033,23.08502500335723,N/A,6.9x,0.33,4
ABT,Abbott Laboratories,Healthcare,109.9000015258789,46.764487805676545,-1.3500738847510398,-135.0%,Overvalued,5,5.14,7.3%,11.1%,3.4%,4.676448780567655,51.96054200630728,46.764487805676545,90.44433055355883,16.3x,0.27,4
GPN,Global Payments Inc.,Industrials,87.5,37.180538889559536,-1.3533817048727714,-135.3%,Overvalued,4,0.99,5.6%,3.2%,5.3%,3.7180538889559536,41.31170987728837,37.180538889559536,292.44063544878264,2.3x,0.96,4
FSLR,"First Solar, Inc.",Technology,199.01010131835938,83.91742936886955,-1.3714990177259316,-137.1%,Overvalued,7,5.23,13.1%,17.1%,0.1%,8.391742936886954,93.24158818763283,83.91742936886955,N/A,36.2x,0.07,4
DOW,Dow Inc.,Basic Materials,30.09000015258789,12.68099646123919,-1.3728419327740662,-137.3%,Overvalued,3,1.59,5.2%,0.4%,4.4%,1.268099646123919,14.089996068043543,12.68099646123919,N/A,0.2x,1.22,4
EXPD,"Expeditors International of Washington, Inc.",Industrials,170.0800018310547,71.31001380651699,-1.3850787954203305,-138.5%,Overvalued,8,9.37,9.7%,51.6%,5.5%,7.131001380651699,79.23334867390777,71.31001380651699,N/A,N/A,0.24,4
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,31.295000076293945,13.114090475505575,-1.3863645088270948,-138.6%,Overvalued,6,1.45,5.9%,7.1%,2.8%,1.3114090475505575,14.57121163945064,13.114090475505575,N/A,4.8x,0.63,4
AES,The AES Corporation,Utilities,14.835000038146973,6.208052204716182,-1.389638416197113,-139.0%,Overvalued,4,0.48,5.2%,4.8%,N/A,0.8034688394374836,8.927431549305373,6.208052204716182,N/A,1.4x,7.36,4
ALLE,Allegion plc,Industrials,157.69500732421875,65.84503323067737,-1.3949415709421835,-139.5%,Overvalued,6,4.62,8.3%,18.4%,3.6%,6.584503323067737,73.16114803408597,65.84503323067737,124.53085023514923,8.5x,0.96,4
ERIE,Erie Indemnity Company,Financial Services,247.94500732421875,103.06978915443801,-1.405603129280707,-140.6%,Overvalued,5,N/A,6.1%,N/A,3.3%,10.306978915443802,114.52198794937557,103.06978915443801,298.40655306304154,N/A,N/A,4
EW,Edwards Lifesciences Corporation,Healthcare,85.5250015258789,35.48280653004515,-1.410322347344774,-141.0%,Overvalued,6,11.52,8.8%,15.9%,1.7%,3.5482806530045155,39.425340588939065,35.48280653004515,N/A,80.2x,0.07,4
KVUE,Kenvue Inc.,Consumer Defensive,19.729999542236328,8.109338389716061,-1.4329974399954901,-143.3%,Overvalued,6,2.26,6.3%,11.7%,4.3%,0.8109338389716061,9.0103759885734,8.109338389716061,32.27216779523792,6.3x,0.81,4
CMS,CMS Energy Corporation,Utilities,74.80999755859375,30.736152508703544,-1.433941513577857,-143.4%,Overvalued,5,0.90,6.8%,5.0%,N/A,3.0736152508703545,34.15128056522616,30.736152508703544,N/A,2.2x,2.07,4
EVRG,"Evergy, Inc.",Utilities,84.93000030517578,34.84727164549596,-1.4372065959474638,-143.7%,Overvalued,4,0.88,5.5%,4.8%,N/A,3.4847271645495956,38.71919071721773,34.84727164549596,N/A,2.5x,1.49,4
HST,"Host Hotels & Resorts, Inc.",Real Estate,25.399999618530273,10.348539073413727,-1.4544526950461076,-145.4%,Overvalued,8,2.25,8.6%,5.7%,3.9%,1.0348539073413727,11.498376748237476,10.348539073413727,23.849852197946653,3.5x,0.86,4
AXP,American Express Company,Financial Services,334.8900146484375,136.41886360627007,-1.454865887279282,-145.5%,Overvalued,4,N/A,10.2%,N/A,6.8%,13.641886360627005,151.57651511807785,136.41886360627007,343.1626191158992,N/A,1.73,4
APO,"Apollo Global Management, Inc.",Financial Services,120.19999694824219,48.372337996955174,-1.4848911986807058,-148.5%,Overvalued,4,N/A,10.5%,37.4%,8.1%,4.837233799695517,53.747042218839084,48.372337996955174,N/A,22.3x,0.57,4
FTV,Fortive Corporation,Technology,61.994998931884766,24.87280917424993,-1.4924807848430053,-149.2%,Overvalued,6,3.29,8.5%,6.1%,5.9%,2.487280917424993,27.63645463805548,24.87280917424993,78.86140910915093,6.0x,0.51,4
